ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
57281,Telangana,Warangal,Locality_380,Apartment,1,1697,463.96,0.27,2020,Unfurnished,10,24,5,1,4,High,Yes,Yes,"Playground, Pool, Garden, Gym",South,Owner,Under_Construction
46631,Odisha,Bhubaneswar,Locality_350,Villa,3,1149,315.52,0.27,2007,Semi-furnished,0,26,18,7,7,High,No,No,"Clubhouse, Playground, Pool",West,Owner,Under_Construction
143163,Bihar,Gaya,Locality_148,Independent House,4,1792,236.95,0.13,1999,Furnished,6,11,26,10,9,Medium,Yes,Yes,"Gym, Clubhouse",North,Builder,Ready_to_Move
139596,West Bengal,Kolkata,Locality_209,Independent House,3,831,434.77,0.52,1992,Unfurnished,5,15,33,7,6,Medium,Yes,No,"Pool, Gym, Playground, Clubhouse",North,Owner,Under_Construction
82210,Jharkhand,Ranchi,Locality_28,Villa,2,4890,55.25,0.01,1996,Semi-furnished,23,10,29,10,7,Low,Yes,No,"Gym, Playground, Pool, Garden, Clubhouse",North,Broker,Ready_to_Move
27466,Uttarakhand,Haridwar,Locality_48,Villa,4,2816,267.07,0.09,2021,Furnished,20,24,4,9,9,Medium,Yes,Yes,"Pool, Garden, Gym, Clubhouse, Playground",West,Builder,Under_Construction
235473,Kerala,Kochi,Locality_13,Apartment,2,3569,306.18,0.09,1995,Furnished,29,6,30,7,10,Low,No,No,"Playground, Pool, Gym",North,Builder,Ready_to_Move
166000,West Bengal,Kolkata,Locality_296,Apartment,1,3109,433.01,0.14,2001,Semi-furnished,0,11,24,6,1,High,No,Yes,"Clubhouse, Playground, Pool",North,Owner,Ready_to_Move
143734,Punjab,Amritsar,Locality_472,Apartment,3,1004,80.88,0.08,2001,Unfurnished,17,20,24,4,4,Medium,Yes,Yes,"Pool, Gym, Playground, Clubhouse",East,Builder,Under_Construction
44506,West Bengal,Kolkata,Locality_341,Villa,3,1373,228.42,0.17,2003,Semi-furnished,8,5,22,8,2,Low,Yes,No,"Pool, Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
104619,Andhra Pradesh,Vishakhapatnam,Locality_244,Villa,5,1082,88.9,0.08,1991,Semi-furnished,11,23,34,9,3,Low,Yes,No,"Playground, Garden, Pool",South,Broker,Ready_to_Move
214749,Kerala,Kochi,Locality_284,Apartment,3,2106,467.51,0.22,2007,Furnished,16,13,18,2,7,High,Yes,Yes,"Pool, Playground, Clubhouse, Garden, Gym",West,Owner,Ready_to_Move
19644,West Bengal,Durgapur,Locality_319,Villa,3,4058,217.2,0.05,2011,Semi-furnished,9,18,14,6,3,Low,Yes,No,"Playground, Garden, Clubhouse, Pool, Gym",South,Broker,Under_Construction
106886,West Bengal,Kolkata,Locality_270,Apartment,2,2455,116.63,0.05,2023,Semi-furnished,7,29,2,10,8,Low,No,No,"Clubhouse, Gym, Pool",North,Broker,Under_Construction
118896,Chhattisgarh,Bilaspur,Locality_220,Apartment,5,2917,309.47,0.11,2015,Furnished,29,21,10,7,3,Medium,Yes,Yes,Garden,South,Builder,Under_Construction
121207,Gujarat,Surat,Locality_366,Independent House,1,4315,352.54,0.08,1994,Unfurnished,8,9,31,2,3,High,Yes,Yes,"Garden, Playground, Gym",West,Broker,Ready_to_Move
159638,Chhattisgarh,Raipur,Locality_368,Apartment,4,3381,292.69,0.09,1997,Furnished,27,27,28,2,4,High,No,Yes,"Playground, Garden, Pool",South,Owner,Under_Construction
143710,Punjab,Ludhiana,Locality_462,Apartment,4,4665,61.5,0.01,2009,Semi-furnished,14,5,16,10,8,Medium,No,Yes,"Pool, Garden, Playground, Gym",North,Broker,Under_Construction
50709,Haryana,Gurgaon,Locality_448,Villa,4,2602,382.24,0.15,1993,Semi-furnished,27,26,32,5,5,Low,No,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Owner,Ready_to_Move
64028,Tamil Nadu,Chennai,Locality_316,Villa,4,1438,240.78,0.17,2001,Furnished,14,13,24,6,7,Low,No,Yes,"Pool, Gym, Clubhouse",West,Owner,Under_Construction
87191,Uttar Pradesh,Lucknow,Locality_86,Independent House,3,821,458.32,0.56,2010,Semi-furnished,5,1,15,4,6,Medium,No,No,"Pool, Clubhouse",East,Builder,Ready_to_Move
133406,Kerala,Kochi,Locality_466,Apartment,1,733,305.86,0.42,2002,Furnished,24,6,23,3,1,Low,No,Yes,"Gym, Clubhouse, Garden, Pool",East,Owner,Under_Construction
73663,Delhi,New Delhi,Locality_79,Apartment,5,550,342.94,0.62,2021,Furnished,11,28,4,3,9,High,Yes,No,"Garden, Clubhouse, Playground, Gym",West,Broker,Ready_to_Move
120331,Rajasthan,Jaipur,Locality_72,Independent House,3,2230,361.16,0.16,2008,Semi-furnished,21,23,17,10,8,High,Yes,No,"Garden, Playground, Gym, Pool",South,Broker,Ready_to_Move
192054,Maharashtra,Nagpur,Locality_290,Villa,5,561,20.72,0.04,1990,Unfurnished,22,15,35,1,8,High,Yes,No,Garden,South,Broker,Ready_to_Move
123136,Bihar,Gaya,Locality_163,Villa,3,3101,494.82,0.16,2002,Semi-furnished,5,8,23,10,8,Low,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",South,Broker,Under_Construction
167621,Uttarakhand,Dehradun,Locality_340,Villa,2,1836,244.15,0.13,2004,Semi-furnished,25,2,21,5,9,High,No,Yes,"Garden, Playground",West,Broker,Under_Construction
12233,Bihar,Gaya,Locality_18,Independent House,2,3836,200.04,0.05,2004,Furnished,7,14,21,5,4,Medium,Yes,No,"Playground, Clubhouse",North,Broker,Under_Construction
107202,Kerala,Kochi,Locality_122,Independent House,5,3352,33.29,0.01,2013,Semi-furnished,24,17,12,2,10,High,No,No,"Clubhouse, Garden, Playground, Pool",South,Broker,Under_Construction
82089,Jharkhand,Jamshedpur,Locality_42,Independent House,2,3305,404.44,0.12,1993,Unfurnished,7,27,32,8,2,High,Yes,No,"Gym, Garden, Clubhouse, Playground, Pool",South,Builder,Under_Construction
135069,Assam,Guwahati,Locality_289,Apartment,4,1712,412.16,0.24,2007,Furnished,0,13,18,2,6,High,No,No,Clubhouse,East,Owner,Under_Construction
79906,Haryana,Gurgaon,Locality_300,Villa,3,2903,399.81,0.14,2013,Furnished,10,26,12,4,4,High,Yes,Yes,"Gym, Playground, Pool, Garden",South,Broker,Under_Construction
161369,Telangana,Warangal,Locality_317,Villa,2,1338,199.37,0.15,2010,Unfurnished,22,16,15,4,9,High,Yes,Yes,"Garden, Clubhouse",North,Builder,Under_Construction
19784,Assam,Guwahati,Locality_368,Independent House,1,3715,307.32,0.08,2006,Unfurnished,18,23,19,2,5,High,No,No,"Pool, Gym, Playground, Garden, Clubhouse",West,Broker,Under_Construction
229583,Punjab,Amritsar,Locality_199,Villa,4,3560,377.33,0.11,2009,Furnished,18,28,16,10,4,High,Yes,Yes,"Garden, Pool, Playground, Clubhouse",East,Broker,Ready_to_Move
242578,Gujarat,Ahmedabad,Locality_467,Apartment,5,2091,432.33,0.21,2023,Semi-furnished,5,10,2,3,9,Medium,Yes,No,"Pool, Playground, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
162936,Uttar Pradesh,Noida,Locality_297,Villa,5,4957,106.3,0.02,1993,Semi-furnished,21,25,32,3,4,Low,No,No,"Pool, Clubhouse, Gym, Playground, Garden",North,Builder,Under_Construction
98571,Bihar,Patna,Locality_362,Apartment,4,4296,490.5,0.11,2015,Furnished,26,26,10,4,6,High,Yes,No,"Pool, Garden, Playground, Gym, Clubhouse",East,Builder,Under_Construction
146061,Telangana,Hyderabad,Locality_254,Independent House,2,4598,89.02,0.02,1997,Unfurnished,11,22,28,5,6,Low,No,No,"Playground, Pool, Clubhouse, Garden, Gym",South,Builder,Under_Construction
108841,Punjab,Ludhiana,Locality_334,Independent House,5,3208,126.42,0.04,2014,Unfurnished,20,29,11,10,10,Medium,No,No,"Garden, Pool",North,Broker,Under_Construction
5362,Delhi,Dwarka,Locality_272,Independent House,5,3064,281.06,0.09,2007,Semi-furnished,3,2,18,9,8,High,No,Yes,"Playground, Gym",North,Broker,Ready_to_Move
16324,Maharashtra,Pune,Locality_409,Independent House,2,3709,162.6,0.04,1997,Unfurnished,16,8,28,10,2,High,Yes,Yes,"Clubhouse, Pool, Garden, Playground, Gym",South,Builder,Ready_to_Move
243557,Karnataka,Mangalore,Locality_211,Independent House,4,3037,70.08,0.02,2016,Unfurnished,10,8,9,4,1,High,No,No,"Gym, Clubhouse, Garden, Pool, Playground",East,Owner,Ready_to_Move
198953,Tamil Nadu,Coimbatore,Locality_387,Independent House,3,3042,54.46,0.02,1992,Furnished,0,17,33,8,5,High,Yes,No,"Clubhouse, Pool, Gym",South,Builder,Ready_to_Move
30942,Uttar Pradesh,Lucknow,Locality_52,Independent House,5,2030,250.38,0.12,1993,Furnished,9,4,32,7,1,Medium,No,No,"Playground, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
160639,Karnataka,Bangalore,Locality_252,Apartment,1,3067,346.04,0.11,2022,Unfurnished,14,15,3,10,7,Medium,Yes,No,"Garden, Playground, Pool, Gym",West,Broker,Under_Construction
109177,Haryana,Gurgaon,Locality_5,Villa,3,2178,415.56,0.19,2007,Unfurnished,5,28,18,6,6,Low,Yes,No,"Gym, Playground",South,Builder,Under_Construction
132792,West Bengal,Durgapur,Locality_384,Villa,3,2650,139.85,0.05,2018,Furnished,13,8,7,10,6,Medium,Yes,No,"Clubhouse, Pool",West,Owner,Ready_to_Move
68151,Kerala,Kochi,Locality_460,Independent House,5,1438,36.58,0.03,2002,Unfurnished,15,5,23,6,6,High,Yes,Yes,"Pool, Gym",North,Owner,Under_Construction
183454,Madhya Pradesh,Bhopal,Locality_80,Villa,3,4123,418.0,0.1,1992,Unfurnished,12,23,33,8,3,Low,No,Yes,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction
85129,Kerala,Kochi,Locality_375,Villa,4,1083,471.55,0.44,2021,Unfurnished,23,7,4,1,3,Low,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",East,Builder,Ready_to_Move
210719,Maharashtra,Nagpur,Locality_465,Independent House,3,4922,376.05,0.08,2001,Furnished,28,11,24,2,6,High,No,Yes,Gym,North,Builder,Under_Construction
53557,Odisha,Cuttack,Locality_346,Independent House,5,3755,489.49,0.13,1999,Furnished,5,16,26,1,9,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Builder,Under_Construction
250,Karnataka,Bangalore,Locality_89,Independent House,2,1022,68.09,0.07,2009,Furnished,17,9,16,4,3,Low,Yes,No,"Gym, Clubhouse, Pool",South,Owner,Under_Construction
149773,Karnataka,Bangalore,Locality_304,Villa,3,3816,184.23,0.05,2013,Semi-furnished,21,6,12,5,1,Low,Yes,Yes,Garden,East,Builder,Ready_to_Move
238957,Bihar,Gaya,Locality_154,Villa,3,3957,496.75,0.13,1995,Furnished,24,26,30,8,6,High,Yes,No,Garden,West,Builder,Ready_to_Move
182063,Andhra Pradesh,Vijayawada,Locality_198,Apartment,3,4109,60.74,0.01,2014,Furnished,29,12,11,3,7,High,Yes,No,"Playground, Gym",North,Broker,Ready_to_Move
62221,Haryana,Faridabad,Locality_46,Independent House,1,3694,453.47,0.12,2022,Furnished,29,10,3,8,7,Low,Yes,Yes,"Playground, Garden, Clubhouse, Pool, Gym",East,Builder,Under_Construction
99918,Bihar,Gaya,Locality_58,Villa,3,3284,335.1,0.1,2011,Semi-furnished,2,14,14,10,8,Medium,No,Yes,"Gym, Garden",East,Broker,Ready_to_Move
107427,Punjab,Amritsar,Locality_180,Independent House,1,2510,440.32,0.18,2015,Furnished,25,14,10,4,6,High,No,Yes,Gym,South,Owner,Ready_to_Move
22405,Kerala,Kochi,Locality_89,Villa,5,1829,334.15,0.18,2008,Semi-furnished,9,24,17,8,7,High,No,Yes,"Clubhouse, Garden, Playground, Pool, Gym",South,Owner,Ready_to_Move
216882,Telangana,Hyderabad,Locality_73,Independent House,5,1124,428.86,0.38,1998,Unfurnished,24,17,27,2,4,High,Yes,No,Pool,East,Broker,Ready_to_Move
53939,Andhra Pradesh,Vijayawada,Locality_94,Villa,2,1289,170.74,0.13,2021,Semi-furnished,21,21,4,9,10,Medium,Yes,Yes,"Gym, Garden, Pool",West,Builder,Under_Construction
171260,Odisha,Bhubaneswar,Locality_40,Independent House,5,3069,70.4,0.02,1998,Unfurnished,23,21,27,3,2,Low,Yes,No,"Pool, Garden, Gym, Playground, Clubhouse",East,Broker,Under_Construction
245445,Bihar,Gaya,Locality_428,Apartment,5,4424,48.0,0.01,2009,Unfurnished,13,23,16,3,5,Low,Yes,Yes,"Playground, Pool, Clubhouse, Garden, Gym",South,Broker,Ready_to_Move
148100,Assam,Silchar,Locality_399,Villa,5,1678,371.17,0.22,1996,Furnished,30,25,29,6,10,High,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",East,Owner,Ready_to_Move
163547,Kerala,Kochi,Locality_228,Villa,1,2338,224.5,0.1,1993,Furnished,14,28,32,3,9,High,Yes,No,"Playground, Garden, Pool, Gym, Clubhouse",South,Owner,Under_Construction
86539,West Bengal,Durgapur,Locality_271,Independent House,2,1473,87.34,0.06,2007,Furnished,24,4,18,10,9,High,No,No,"Clubhouse, Garden",South,Builder,Under_Construction
164529,Tamil Nadu,Chennai,Locality_497,Independent House,1,3012,426.31,0.14,2019,Furnished,30,6,6,8,2,Low,No,Yes,"Pool, Garden",North,Broker,Ready_to_Move
249121,Bihar,Gaya,Locality_3,Independent House,2,1067,103.99,0.1,2004,Semi-furnished,11,2,21,4,5,Low,Yes,Yes,"Gym, Pool, Garden, Playground",West,Broker,Ready_to_Move
86307,Rajasthan,Jaipur,Locality_405,Independent House,1,2411,285.94,0.12,2000,Furnished,22,2,25,6,3,Medium,Yes,Yes,"Clubhouse, Playground, Garden, Pool, Gym",West,Broker,Ready_to_Move
13975,Chhattisgarh,Raipur,Locality_298,Apartment,5,2586,470.19,0.18,2011,Unfurnished,20,28,14,8,1,Low,Yes,No,"Clubhouse, Pool, Gym, Garden",East,Builder,Ready_to_Move
141742,Karnataka,Bangalore,Locality_318,Independent House,2,1694,490.95,0.29,2008,Unfurnished,14,7,17,6,4,Low,No,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move
194405,Punjab,Ludhiana,Locality_408,Villa,5,4557,303.38,0.07,2019,Unfurnished,2,3,6,2,8,High,No,No,"Pool, Clubhouse, Playground, Garden, Gym",North,Builder,Ready_to_Move
124808,Chhattisgarh,Bilaspur,Locality_147,Independent House,4,4626,417.45,0.09,2012,Semi-furnished,27,2,13,8,7,High,Yes,No,Clubhouse,North,Broker,Under_Construction
54014,Delhi,Dwarka,Locality_492,Apartment,4,2434,164.93,0.07,2004,Unfurnished,19,30,21,8,10,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden",East,Builder,Under_Construction
194057,Kerala,Kochi,Locality_193,Independent House,4,1279,84.42,0.07,2019,Unfurnished,0,20,6,4,10,Low,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",East,Owner,Under_Construction
17264,Uttarakhand,Haridwar,Locality_308,Independent House,4,719,297.65,0.41,2005,Furnished,13,22,20,8,10,High,No,No,"Gym, Playground, Garden",North,Broker,Under_Construction
73671,Uttarakhand,Haridwar,Locality_53,Villa,1,2783,346.42,0.12,1999,Semi-furnished,1,8,26,2,3,High,No,No,"Playground, Gym",East,Builder,Ready_to_Move
96022,Kerala,Trivandrum,Locality_115,Independent House,1,4368,461.07,0.11,2018,Semi-furnished,10,20,7,10,4,Low,No,No,"Clubhouse, Pool, Playground, Gym",South,Owner,Under_Construction
171671,Gujarat,Surat,Locality_84,Apartment,3,880,20.1,0.02,2017,Furnished,22,19,8,8,3,High,No,Yes,"Playground, Pool",South,Broker,Ready_to_Move
122721,Assam,Silchar,Locality_374,Apartment,1,3974,398.84,0.1,2022,Semi-furnished,29,11,3,1,8,Medium,Yes,No,"Pool, Clubhouse, Gym, Playground, Garden",West,Owner,Under_Construction
9909,Karnataka,Mangalore,Locality_486,Apartment,1,4899,191.96,0.04,2022,Semi-furnished,11,21,3,10,9,Low,Yes,Yes,Gym,East,Broker,Under_Construction
106669,Punjab,Ludhiana,Locality_55,Independent House,2,1681,242.4,0.14,1992,Unfurnished,14,7,33,6,3,Medium,Yes,No,"Clubhouse, Playground, Garden, Gym",South,Owner,Ready_to_Move
47925,Chhattisgarh,Bilaspur,Locality_369,Independent House,2,978,300.75,0.31,2012,Furnished,25,21,13,5,4,Low,Yes,Yes,"Pool, Gym, Clubhouse, Garden",East,Broker,Ready_to_Move
43036,Kerala,Trivandrum,Locality_402,Independent House,2,4625,274.74,0.06,1996,Furnished,28,1,29,2,1,Medium,Yes,No,"Clubhouse, Gym, Pool, Garden",West,Owner,Under_Construction
209998,Haryana,Gurgaon,Locality_484,Villa,4,4626,459.62,0.1,2014,Semi-furnished,26,5,11,3,4,Medium,No,Yes,"Pool, Garden, Playground",East,Builder,Under_Construction
232334,Karnataka,Mysore,Locality_199,Villa,4,1802,175.26,0.1,2001,Semi-furnished,22,7,24,3,7,Low,Yes,No,"Clubhouse, Gym, Pool",West,Broker,Ready_to_Move
88066,Haryana,Gurgaon,Locality_45,Independent House,4,3491,224.21,0.06,2003,Furnished,16,7,22,10,10,High,No,Yes,Clubhouse,West,Broker,Ready_to_Move
119795,Delhi,Dwarka,Locality_186,Independent House,5,2969,402.42,0.14,2008,Furnished,0,19,17,1,4,Medium,No,No,"Garden, Playground, Gym, Pool",North,Owner,Ready_to_Move
111064,Jharkhand,Ranchi,Locality_347,Independent House,4,4901,119.54,0.02,2004,Semi-furnished,18,6,21,8,4,Medium,No,Yes,"Pool, Clubhouse, Playground",West,Broker,Under_Construction
199394,Telangana,Warangal,Locality_443,Apartment,2,4347,128.81,0.03,2008,Unfurnished,28,1,17,2,10,High,Yes,Yes,Garden,South,Broker,Under_Construction
96882,Punjab,Amritsar,Locality_22,Independent House,5,4030,142.17,0.04,1992,Semi-furnished,12,12,33,6,5,Low,Yes,No,"Playground, Clubhouse",North,Owner,Under_Construction
103543,Delhi,Dwarka,Locality_423,Villa,4,2147,372.6,0.17,2022,Furnished,28,11,3,7,5,Medium,No,Yes,Garden,North,Broker,Under_Construction
152795,Delhi,New Delhi,Locality_155,Villa,4,1587,25.67,0.02,2003,Semi-furnished,13,9,22,4,10,High,No,No,"Playground, Garden, Gym, Clubhouse, Pool",North,Builder,Under_Construction
133074,Uttar Pradesh,Lucknow,Locality_358,Villa,2,3509,454.56,0.13,1993,Furnished,27,29,32,5,9,Low,No,Yes,Garden,West,Owner,Under_Construction
65911,West Bengal,Kolkata,Locality_117,Independent House,1,1315,10.45,0.01,1993,Semi-furnished,6,19,32,3,10,Medium,No,No,Playground,South,Builder,Under_Construction
165531,Odisha,Bhubaneswar,Locality_333,Independent House,4,1603,466.62,0.29,2014,Unfurnished,7,24,11,10,8,Medium,Yes,Yes,"Clubhouse, Playground, Gym, Garden",East,Broker,Under_Construction
205446,Haryana,Faridabad,Locality_289,Independent House,4,1606,403.99,0.25,2018,Semi-furnished,16,30,7,10,2,Low,No,No,"Clubhouse, Pool, Gym",North,Owner,Under_Construction
155494,Rajasthan,Jodhpur,Locality_389,Villa,5,2302,262.71,0.11,2019,Semi-furnished,17,3,6,6,1,High,No,No,"Pool, Playground, Clubhouse, Garden",West,Broker,Ready_to_Move
112894,Uttar Pradesh,Noida,Locality_347,Independent House,3,2291,168.06,0.07,2000,Semi-furnished,1,12,25,10,6,High,No,Yes,"Clubhouse, Garden",East,Broker,Under_Construction
86275,Telangana,Hyderabad,Locality_123,Apartment,2,4453,172.29,0.04,2010,Unfurnished,22,7,15,3,3,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Pool",West,Broker,Under_Construction
191331,Karnataka,Mysore,Locality_220,Independent House,2,4864,214.5,0.04,2003,Semi-furnished,4,21,22,10,4,Low,No,Yes,"Playground, Pool",South,Owner,Ready_to_Move
192363,Haryana,Faridabad,Locality_139,Villa,2,1768,422.01,0.24,2000,Semi-furnished,20,15,25,9,7,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden",North,Builder,Under_Construction
111370,Tamil Nadu,Chennai,Locality_280,Apartment,2,1621,326.27,0.2,2000,Furnished,12,7,25,6,2,Low,No,No,"Garden, Pool, Playground",West,Owner,Under_Construction
146117,Bihar,Gaya,Locality_243,Independent House,1,3888,83.13,0.02,2005,Semi-furnished,10,6,20,3,6,Low,Yes,Yes,"Playground, Gym, Pool",East,Broker,Ready_to_Move
81435,Bihar,Gaya,Locality_205,Apartment,5,968,198.99,0.21,2023,Furnished,19,5,2,8,9,High,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
215966,Rajasthan,Jodhpur,Locality_361,Apartment,4,2888,493.33,0.17,2011,Semi-furnished,6,16,14,6,3,High,No,Yes,"Pool, Garden",East,Builder,Ready_to_Move
203157,Karnataka,Mysore,Locality_129,Villa,3,2824,112.46,0.04,2023,Unfurnished,29,24,2,3,5,Medium,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
129640,Bihar,Patna,Locality_52,Independent House,5,3798,44.42,0.01,1993,Unfurnished,12,14,32,3,3,High,Yes,Yes,"Pool, Playground, Gym, Clubhouse",North,Broker,Ready_to_Move
202660,Uttar Pradesh,Lucknow,Locality_486,Villa,2,823,139.76,0.17,2020,Furnished,6,29,5,10,4,High,No,No,"Gym, Playground, Garden, Clubhouse",South,Builder,Under_Construction
214594,Gujarat,Surat,Locality_50,Villa,3,3005,316.01,0.11,1997,Unfurnished,13,14,28,4,8,Medium,No,No,"Clubhouse, Garden, Playground",East,Owner,Under_Construction
17138,Jharkhand,Ranchi,Locality_381,Independent House,4,3439,454.44,0.13,2003,Furnished,7,3,22,8,3,High,No,Yes,"Clubhouse, Garden, Pool, Playground",East,Builder,Under_Construction
119786,Maharashtra,Pune,Locality_458,Villa,1,2966,460.86,0.16,2003,Semi-furnished,19,3,22,2,10,Medium,No,Yes,"Playground, Clubhouse, Gym, Garden, Pool",North,Owner,Ready_to_Move
247645,Telangana,Hyderabad,Locality_283,Apartment,1,3785,140.55,0.04,2003,Unfurnished,1,30,22,5,2,Low,No,No,"Playground, Garden, Gym, Clubhouse",South,Owner,Ready_to_Move
136593,Odisha,Bhubaneswar,Locality_274,Independent House,4,3622,313.16,0.09,2017,Semi-furnished,17,6,8,10,5,Low,No,Yes,"Pool, Clubhouse",North,Builder,Under_Construction
29391,Gujarat,Ahmedabad,Locality_433,Apartment,2,3172,266.97,0.08,2012,Semi-furnished,22,8,13,8,5,Medium,No,No,"Playground, Pool, Garden, Gym",South,Broker,Ready_to_Move
78263,Uttarakhand,Dehradun,Locality_429,Independent House,2,2342,330.23,0.14,1997,Semi-furnished,24,25,28,6,2,Medium,No,No,"Garden, Clubhouse",North,Builder,Ready_to_Move
6311,Jharkhand,Jamshedpur,Locality_476,Villa,3,1660,205.04,0.12,2005,Furnished,27,13,20,4,5,High,Yes,Yes,Playground,West,Builder,Ready_to_Move
155948,Maharashtra,Mumbai,Locality_4,Independent House,2,4014,141.74,0.04,1999,Furnished,24,9,26,5,5,Medium,Yes,No,Gym,East,Broker,Ready_to_Move
244471,Andhra Pradesh,Vijayawada,Locality_473,Villa,5,3747,269.72,0.07,2009,Unfurnished,24,11,16,9,6,High,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",South,Broker,Under_Construction
217314,Karnataka,Mysore,Locality_39,Apartment,4,1305,359.28,0.28,1994,Semi-furnished,26,28,31,10,8,Low,Yes,No,"Gym, Playground, Garden, Clubhouse",East,Owner,Under_Construction
26804,Karnataka,Bangalore,Locality_194,Independent House,3,1726,297.3,0.17,2011,Unfurnished,6,29,14,9,10,High,Yes,Yes,"Gym, Garden, Pool, Playground",South,Owner,Under_Construction
111971,Odisha,Cuttack,Locality_406,Villa,3,2921,42.09,0.01,2013,Semi-furnished,5,21,12,7,5,Low,Yes,No,"Pool, Garden, Clubhouse, Gym",South,Owner,Ready_to_Move
233670,Gujarat,Ahmedabad,Locality_264,Apartment,3,4733,434.19,0.09,2014,Unfurnished,2,23,11,10,4,Low,No,No,Clubhouse,East,Broker,Ready_to_Move
87296,Kerala,Trivandrum,Locality_17,Independent House,3,1341,30.85,0.02,2011,Furnished,21,12,14,7,4,Low,Yes,Yes,"Gym, Garden, Pool",North,Owner,Ready_to_Move
157047,Assam,Silchar,Locality_316,Independent House,1,3312,465.11,0.14,1991,Semi-furnished,2,20,34,7,2,Medium,No,No,"Garden, Gym, Clubhouse, Pool",West,Builder,Under_Construction
